id,loan_amnt,funded_amnt,int_rate,installment,total_pymnt,issue_date,loan_status,term,verification_status,addr_state
44703276,10000,1000,13,341,10085,4,1,36,0,1
44703464,35000,26750,16,953,8556,4,1,36,1,3
44723400,7500,7500,15,262,2132,4,1,36,1,1
44733312,25000,25000,28,818,7235,4,1,36,0,1
44733436,7000,7000,28,223,2004,4,1,36,0,1
44755624,25000,25000,28,505,4033,4,1,60,1,2
44756384,28000,28000,28,570,5118,4,1,60,1,3
44757224,15000,15000,28,491,4409,4,1,36,0,1
44765228,10000,10000,28,305,2458,4,1,36,0,1
44765272,18500,18500,28,566,5088,4,1,36,0,2
44765548,21000,21000,28,657,21182,4,1,36,1,1
44766828,28000,28000,13,956,41913,4,1,36,1,4
44766856,15000,15000,28,469,41913,4,1,36,0,1
44766864,28000,28000,17,704,6313,4,1,60,1,2
44767028,20000,20000,13,677,21723,4,1,36,1,3
44767212,35000,16000,28,500,4498,4,1,36,1,2
44775132,15000,15000,28,458,4120,4,1,36,1,1
44775456,35000,7000,28,219,7369,4,1,36,1,2
44775864,5000,5000,28,166,1497,4,1,36,1,1
44775976,10500,10500,13,355,3197,0,1,36,1,3
44776252,18400,18400,21,1372,4355,4,1,60,1,1
44776376,35000,11000,13,375,3366,4,1,36,0,1
44785952,7900,7900,28,247,1992,4,1,36,1,1
44795664,35000,35000,28,790,36640,4,1,60,1,3
44795724,11200,11200,18,285,2579,0,1,60,1,1
44796876,24000,24000,28,485,4357,4,0,60,1,1
44797288,18000,18000,28,573,5155,4,1,36,0,1
44806528,17100,17100,14,1372,17150,4,1,36,1,1
44807872,18500,18500,28,414,3753,4,1,60,1,1
44815268,21000,21000,28,645,5800,4,0,36,1,3
44815484,5000,5000,28,159,1429,4,0,36,0,4
44816356,20000,20000,18,517,4632,4,1,60,1,1
44825436,24000,24000,28,729,6556,4,1,60,1,2
44825496,13625,1000,25,404,2490,4,0,60,0,1
44825612,32000,32000,28,679,6082,4,1,60,1,1
44836868,35000,20000,13,683,6120,4,1,36,1,3
44845464,9000,9000,28,273,2458,4,1,36,0,1
44845580,9675,9675,17,349,3140,0,1,36,1,1
44855180,6000,6000,17,216,1942,4,1,60,1,3
44855312,30000,30000,13,697,6257,4,1,60,1,3
44856132,20400,20400,16,506,4580,4,1,60,1,1
44865680,22000,22000,13,1372,4060,4,1,60,1,3
44866020,35000,24000,28,521,4665,4,1,60,1,1
44866528,16600,16600,28,1372,4786,4,1,36,1,1
44866752,4200,1000,28,133,1200,4,1,36,0,3
44875764,16000,16000,28,333,2992,4,1,60,1,1
44875808,4500,4500,17,161,1304,4,1,36,0,0
44885256,21825,21825,13,745,6068,4,1,36,1,1
44886136,15000,15000,28,305,15010,4,1,60,1,1
44896596,12050,12050,22,466,1834,4,0,36,1,1
44896636,20000,20000,14,689,5502,4,1,36,1,1
44905228,35000,25000,16,615,25943,4,1,60,1,3
44905760,14000,14000,13,473,3781,4,1,36,0,1
44905812,21000,21000,28,1372,6486,4,1,36,1,1
44915332,14000,14000,13,320,2877,4,1,60,1,0
44915736,12000,12000,20,1372,2877,4,1,60,0,3
44916416,35000,10000,28,314,2823,4,1,36,0,1
44925120,4500,4500,13,152,1367,4,1,36,0,1
44925500,6000,6000,28,1372,1686,4,1,36,1,1
44925968,10000,10000,28,307,2752,4,1,36,0,0
44926072,7350,7350,28,240,2182,4,1,36,1,1
44936372,10575,10575,16,376,11474,4,0,36,1,1
44945692,20000,20000,28,611,5493,4,1,36,1,3
44946312,17500,17500,18,452,3916,4,1,60,1,3
44955136,35000,5200,28,171,1369,4,1,36,0,1
44955712,29000,29000,16,1027,9193,4,1,36,1,2
44956512,27050,27050,28,902,8101,4,1,36,1,2
44965180,28000,28000,22,789,7153,4,1,60,1,1
44965212,35000,35000,13,1196,35380,4,1,36,1,2
44966440,7000,7000,28,215,1940,4,1,36,0,1
44966736,14000,14000,28,428,3845,4,1,36,0,1
44975200,35000,12000,28,250,2020,4,1,60,1,1
44975284,30000,1000,13,687,6166,4,1,60,1,3
44975416,22400,22400,13,521,4655,4,1,60,1,3
44976816,35000,7000,28,225,1354,4,1,36,1,1
44985124,24000,24000,20,642,5727,4,0,60,1,3
44985460,5000,5000,28,163,1491,4,1,36,0,1
44985640,8000,8000,14,275,2477,4,1,36,0,3
44986000,20000,20000,28,611,5500,4,1,36,0,1
44995168,15000,15000,28,312,2805,4,1,60,1,1
44995256,15000,15000,28,469,4211,4,1,36,1,1
44996112,15000,15000,28,503,4507,4,1,36,1,3
45029136,21000,21000,14,495,4051,4,1,60,1,1
45049896,17000,17000,28,369,3305,4,1,60,0,2
45050072,17000,17000,28,384,41913,4,1,60,1,2
45059300,16000,16000,28,393,3565,4,1,60,1,2
45092268,14400,14400,16,513,4079,4,1,36,1,3
45112348,28000,28000,28,876,6983,4,1,36,1,1
45122320,6000,6000,28,183,1482,0,1,36,0,1
45142188,20000,20000,28,628,5637,4,1,36,1,1
45142308,34000,34000,18,868,6909,4,1,60,1,1
45162128,35000,15000,28,303,15613,4,1,60,1,1
45172276,12000,12000,28,271,2431,4,1,60,0,1
45182188,12000,12000,28,368,2945,4,1,36,1,1
45212136,16000,16000,20,428,3862,4,1,60,1,2
45212368,17000,17000,28,354,3141,4,1,60,1,1
45232324,20000,20000,15,482,4322,4,1,60,1,2
45294504,15000,15000,17,377,3367,4,1,60,0,1
45295308,3800,3800,19,140,416,4,0,36,1,1
45295524,12000,12000,28,395,3159,4,1,36,0,1
45296088,2400,2400,28,75,674,4,1,36,0,3
45304396,35000,15400,14,531,4768,4,1,36,0,2
45314496,8375,8375,14,288,9040,4,1,36,1,1
45314860,10975,10975,23,315,968,4,0,60,1,2
45334256,22000,22000,28,1372,5888,5,1,36,1,2
45354352,28000,28000,28,1372,5337,4,1,60,1,1
45364228,17000,1000,13,395,3546,4,1,60,0,1
45374732,35000,35000,28,1129,9014,4,1,36,1,1
45374752,20000,20000,28,614,7214,5,1,36,1,2
45374880,6000,6000,28,200,1796,4,1,36,0,0
45384692,6800,6800,28,222,1999,4,1,36,0,3
45384720,21350,21350,20,571,5119,4,1,60,1,1
45404216,9800,9800,28,328,2944,4,1,36,0,3
45414488,16000,16000,28,358,2855,4,1,60,1,2
45414568,15000,15000,18,544,4882,4,1,36,0,2
45414904,22625,22625,28,497,4452,4,1,60,1,1
45414980,8500,8500,28,283,2262,4,1,36,1,1
45415052,6000,6000,28,201,1822,4,1,36,1,1
45424336,17600,17600,28,540,4861,4,1,36,0,1
45424528,12000,12000,28,387,3471,4,1,36,1,1
45424656,11300,11300,28,364,3274,4,1,36,0,3
45424808,10000,1000,28,303,2731,4,1,36,0,1
45434472,22000,22000,13,751,6749,4,1,36,1,1
45434816,11200,11200,19,293,2408,4,1,60,1,2
45434840,30000,30000,14,708,6349,4,1,60,1,3
45435256,25000,25000,15,602,5403,4,1,60,1,1
45454392,12000,12000,28,375,3006,4,1,36,0,1
45464120,15000,15000,28,326,2847,4,1,60,1,1
45464164,15000,15000,28,534,2124,4,0,36,1,1
45464184,25000,25000,28,543,4408,4,1,60,1,1
45464296,32525,32525,28,945,41913,4,1,60,1,1
45474328,18500,18500,28,610,4870,4,1,36,0,1
45474480,7000,7000,15,244,1217,4,1,36,1,0
45475088,10775,10775,18,394,3141,4,1,60,1,2
45484160,10000,10000,28,312,2811,4,1,36,1,1
45484236,3500,3500,28,109,988,4,1,36,1,1
45484320,11750,11750,28,384,3454,4,1,36,0,1
45484448,23000,23000,28,719,6466,4,1,36,1,2
45484640,17425,17425,15,420,3766,4,1,60,1,2
45494468,8400,8400,28,257,2307,4,1,36,0,1
45494920,14375,14375,28,316,2838,4,1,60,0,1
45495104,9100,9100,13,308,2765,0,1,36,1,1
45504880,28000,28000,28,583,4639,4,1,60,1,3
45504928,9825,9825,13,332,2978,4,1,36,0,3
45505060,18000,18000,28,406,3647,4,1,60,0,1
45514264,7500,7500,28,239,2155,4,1,36,0,2
45514944,35000,35000,14,826,6581,4,0,60,1,2
45515152,10000,10000,17,253,2268,4,1,60,1,0
45524160,12000,12000,21,329,2948,4,1,60,0,1
45534168,16000,16000,28,358,41913,4,1,60,0,3
45534680,23350,23350,15,563,4463,0,1,60,1,1
45544456,8400,8400,14,289,2594,4,1,60,0,1
45544804,7900,7900,18,288,2303,4,1,36,1,1
45584532,22000,22000,13,511,4077,4,1,60,1,1
45584604,10500,10500,17,265,2371,4,1,60,1,2
45584692,10000,10000,28,312,2811,4,1,36,0,3
45594232,11000,11000,28,369,3313,4,0,36,1,2
45604232,5500,5500,28,180,1613,4,1,36,0,1
45604320,5600,5600,17,201,1599,5,0,36,1,1
45644624,15550,15550,28,521,16655,4,1,36,1,1
45644824,24000,24000,13,550,4933,4,1,60,1,2
45654404,8250,8250,28,270,8773,4,1,36,1,1
45664376,18650,18650,17,672,5346,4,1,60,1,1
45664412,18350,18350,17,662,5335,4,1,36,1,3
45674120,7000,7000,28,219,1964,4,0,36,0,1
45684472,15000,15000,18,382,3431,4,1,60,1,1
45704128,12000,12000,15,289,2014,4,1,60,0,1
45704264,10000,10000,28,344,2751,4,1,36,0,1
45704384,12000,12000,28,395,3151,4,1,36,1,1
45704440,24000,24000,19,629,5613,4,1,60,1,1
45714272,20000,20000,28,645,5731,4,1,36,1,1
45734312,22000,22000,13,504,1984,4,0,60,1,3
45734324,24000,24000,28,509,4575,4,1,60,1,0
45734340,30000,30000,28,925,8315,4,0,36,1,1
45734344,21000,21000,22,1372,5273,4,1,60,1,3
45734472,24950,24950,13,844,7583,4,1,36,1,1
45744152,16500,16500,14,569,5095,4,1,36,0,1
45744252,25000,25000,28,764,6875,4,1,36,1,1
45774288,12800,12800,13,297,2362,4,1,60,1,2
45784304,29575,1000,20,791,6265,4,1,60,1,1
45784368,14400,14400,28,313,2495,4,1,60,1,1
45794272,7000,7000,28,219,1967,4,1,60,1,2
45794304,35000,35000,28,1099,8781,5,1,36,1,1
45804376,24500,24500,28,801,6513,5,1,60,1,1
45814200,17000,17000,28,522,4695,4,1,36,1,3
45814284,14400,14400,28,452,3613,4,1,36,1,1
45814364,28000,28000,28,876,28900,4,1,36,1,1
45814384,8000,8000,28,266,2390,0,1,36,0,1
45814400,15000,15000,28,458,4141,4,1,36,1,1
45834152,5000,5000,28,154,1385,4,1,36,0,3
45844424,8000,8000,13,270,2431,4,1,36,1,1
45874208,14000,14000,28,458,4115,4,1,36,0,1
45934332,6000,6000,28,185,1663,4,1,36,1,1
45974252,35000,35000,16,861,7735,4,1,60,1,3
46014300,35000,35000,16,861,6859,4,1,60,1,3
46044232,10000,10000,28,322,2898,0,1,36,0,3
46044264,8000,8000,28,258,8397,4,1,36,1,3
46044384,19775,19775,13,453,3655,4,1,60,0,1
46084264,10000,10000,28,327,10391,4,1,36,1,1
46084712,35000,35000,22,986,8137,4,1,60,0,1
46085208,6000,6000,28,196,1760,4,1,36,0,1
46094336,7700,7700,28,254,2241,4,1,36,1,3
46095424,30000,1000,13,1015,9118,4,1,36,1,1
46095504,9800,9800,28,323,10299,4,1,36,1,1
46104272,21000,21000,15,506,4032,4,1,60,1,1
46104288,1750,1750,17,62,562,4,1,36,1,4
46104556,10975,10975,13,375,3358,4,1,36,1,2
46105060,20000,20000,28,434,3453,4,1,60,1,3
46105276,35000,35000,28,1167,9398,4,1,36,1,1
46105336,14700,14700,28,484,4355,4,1,36,0,2
46114356,12000,12000,13,275,2466,4,1,60,1,1
46114856,5000,1000,28,156,1405,4,1,36,0,3
46114928,35000,15200,28,509,4578,4,1,36,0,1
46115068,20000,20000,15,482,3823,5,1,60,1,1
46115392,7000,1000,28,219,1976,4,1,36,0,1
46115728,11200,11200,28,373,2980,4,1,36,1,0
46116276,19150,19150,23,550,20966,4,1,60,1,3
46116480,16000,16000,13,541,4851,4,1,36,1,1
46116604,15175,15175,19,398,3549,4,1,60,1,1
46116752,12000,12000,28,382,3412,4,1,36,0,1
46116992,35000,10000,28,322,2892,4,1,36,1,1
46117648,12000,12000,28,367,3300,4,1,36,0,0
46124120,3850,3850,16,136,3881,4,1,36,1,1
46124200,25000,25000,13,1372,5214,4,1,60,1,4
46125084,35000,35000,28,1115,10006,4,1,36,1,1
46125464,28000,28000,28,876,7859,0,1,36,1,1
46134348,5000,5000,16,178,5292,4,1,36,1,0
46134508,35000,9600,28,316,2838,4,1,36,1,1
46134648,10150,10150,28,340,10770,4,1,36,0,1
46134820,1800,1800,13,61,490,4,1,36,0,1
46135000,35000,35000,16,1247,36730,5,1,60,1,1
46135228,3500,3500,17,125,1002,4,1,36,1,0
46135268,8000,8000,28,250,1998,4,1,36,0,1
46144276,12000,12000,13,279,2214,4,1,60,0,1
46144312,4500,4500,28,141,1268,4,1,36,1,2
46145072,23975,23975,13,1372,6475,5,1,36,1,1
46154152,35000,10000,16,354,3199,4,1,36,1,1
46154172,35000,14000,28,461,3685,4,1,36,0,1
46154332,11000,11000,17,395,41913,4,1,36,1,1
46154464,7200,7200,14,248,7879,4,1,60,1,1
46154888,14900,14900,28,499,4487,4,1,36,1,1
46155392,9025,9025,13,308,2761,4,1,60,1,2
46155556,18000,18000,28,382,3073,4,1,60,0,1
46155768,12225,12225,19,320,2551,4,1,60,1,1
46165068,27575,27575,18,1000,8947,4,1,36,1,1
46165168,12000,12000,28,242,41913,4,1,60,1,1
46165248,14000,14000,28,313,2498,0,1,60,0,2
46174680,15600,15600,19,409,3256,5,1,60,1,0
46174780,35000,7700,16,272,2441,4,1,36,1,2
46175060,7500,7500,28,245,1976,4,1,36,1,1
46175132,25000,25000,28,759,6821,4,1,36,0,1
46184396,10000,10000,28,318,2984,4,1,36,0,1
46185632,15000,15000,28,478,3817,5,1,36,1,1
46194520,24000,24000,28,774,6942,4,1,36,1,1
46194536,16000,16000,28,352,2796,4,1,60,0,3
46194884,7200,7200,28,225,2024,4,1,36,0,1
46194952,20000,20000,28,645,5796,4,1,36,1,1
46195096,3725,3725,23,146,1193,4,1,36,1,1
46195496,5000,5000,28,159,1429,4,1,36,0,3
46204936,25000,25000,28,771,41913,4,1,36,1,1
46204960,7000,1000,28,215,1930,4,1,36,1,1
46205484,25600,25600,28,533,4255,5,1,60,1,3
46205528,35000,21600,28,439,3499,5,1,60,1,3
46205624,12000,12000,28,377,3035,0,1,36,0,4
46205892,20000,20000,28,447,4016,4,1,60,1,1
46206016,2300,2300,17,82,669,4,1,36,1,1
46214484,15000,15000,13,507,4051,4,1,36,1,2
46215096,35000,15000,13,512,4089,4,1,36,1,1
46224156,24000,24000,28,774,6181,4,1,36,1,1
46224328,12000,1000,28,382,3436,4,1,36,1,1
46224448,24000,24000,16,1372,4725,5,1,60,1,1
46224608,23625,23625,28,787,6400,4,0,36,1,1
46234588,4600,4600,18,166,1497,4,1,36,0,3
46234824,5000,5000,15,174,1569,4,1,36,1,1
46234836,16000,16000,18,413,3706,4,1,60,1,1
46244272,7200,7200,28,229,2058,4,1,36,1,1
46244336,32000,1000,28,1032,9256,4,1,36,1,1
46244496,17500,17500,16,430,3867,4,1,60,1,1
46244568,7800,7800,28,240,2159,4,1,36,0,1
46245264,7000,1000,28,214,1922,4,1,36,1,3
46245604,32000,32000,28,983,7855,0,1,36,1,1
46254200,18000,18000,28,555,6032,4,1,36,1,1
46254948,2200,2200,28,79,2351,4,1,36,0,1
46255264,7200,7200,28,241,1927,4,0,36,1,1
46264352,28000,28000,28,570,5118,4,1,60,1,3
46264540,25000,25000,16,891,7082,5,1,36,0,1
46264664,11200,11200,28,350,3148,4,1,36,0,1
46274720,3200,3200,17,115,916,4,1,36,0,1
46274912,17600,17600,28,580,5203,4,1,36,0,1
46275020,20000,1000,28,407,3248,4,1,60,1,1
46275288,13625,13625,17,489,4380,4,0,36,1,3
46284264,17250,17250,28,569,18196,4,1,36,0,1
46284628,14000,14000,28,461,14871,4,1,36,1,1
46285172,18000,18000,16,447,3113,4,1,60,1,1
46285684,10000,10000,18,255,41913,4,1,60,0,1
46295184,11000,11000,28,360,3227,4,1,36,1,1
46295356,9025,9025,13,308,2460,4,0,36,1,3
46305032,7000,7000,28,1372,2096,4,1,36,1,1
46305740,12000,12000,28,392,3527,4,1,36,0,3
46305820,10000,10000,28,308,2463,4,1,36,1,4
46314316,20000,20000,28,434,3900,4,1,60,1,3
46315776,2400,2400,13,82,652,4,1,36,1,1
46316536,1200,1200,28,37,336,4,1,36,0,0
46324220,18000,18000,28,615,4906,4,1,36,1,1
46324724,17000,17000,28,534,4791,4,1,36,0,1
46324952,14125,14125,18,365,41913,4,1,60,0,1
46337672,18000,18000,28,573,4581,4,1,36,1,3
46348096,10000,10000,28,1372,2709,4,1,36,1,2
46348516,14000,14000,28,458,3657,4,1,36,1,2
46348868,14000,14000,28,313,2488,5,1,60,1,1
46348884,12000,12000,28,375,2998,4,1,36,0,4
46349072,8000,8000,28,268,8535,4,1,36,1,3
46349772,18150,18150,18,469,3734,4,1,60,0,3
46356608,12000,12000,28,271,2160,4,1,60,0,3
46356788,4000,4000,28,1372,1070,4,1,36,0,3
46357264,15000,15000,28,458,3661,4,1,36,0,1
46358564,35000,20000,28,637,5080,4,1,36,1,1
46366128,10000,10000,28,322,2898,4,1,36,0,1
46366464,25000,25000,28,764,41913,4,1,36,1,1
46366496,11400,1000,13,265,2112,4,1,60,0,2
46367024,27050,27050,13,924,7374,4,1,36,1,2
46367548,10000,10000,28,327,2612,4,1,36,0,3
46377776,13000,13000,13,440,13435,4,1,36,1,1
46378396,8000,8000,15,279,2223,5,1,36,1,1
46386456,25000,25000,15,874,7823,4,1,36,1,1
46386464,16000,16000,28,510,41913,4,1,36,0,3
46386620,14000,14000,13,478,4294,4,0,36,0,3
46386736,21175,21175,14,730,6539,4,1,36,1,1
46386744,22400,22400,28,501,3997,4,1,60,1,3
46387620,24650,24650,21,676,5379,4,1,60,1,1
46387664,2200,2200,28,72,2284,4,1,36,0,3
46388096,21000,21000,28,704,41913,4,1,36,1,2
46397256,7000,7000,28,229,1843,4,1,36,1,1
46397736,8000,8000,28,266,2123,4,0,36,1,1
46406776,18000,18000,28,555,4434,4,1,36,1,2
46407356,26575,26575,19,981,3083,4,0,36,1,1
46408128,24000,24000,28,750,6714,4,1,36,1,1
46408520,22125,22125,17,798,6342,5,1,36,1,0
46408588,25000,25000,17,632,5162,4,1,60,1,3
46416612,35000,3000,28,93,749,4,1,36,0,1
46418492,16000,16000,28,493,3941,4,1,36,1,1
46426368,10000,10000,28,308,2463,4,1,36,1,1
46426500,16000,16000,28,489,3421,5,0,36,0,1
46426804,20000,20000,28,616,4926,4,1,36,1,2
46426972,18000,18000,20,481,19456,4,1,60,1,3
46427976,28000,28000,28,860,6873,4,1,36,1,1
46428264,24000,24000,28,785,6270,4,1,60,1,3
46428336,31975,1000,21,877,7040,5,1,60,1,1
46428952,12000,12000,28,364,2909,4,1,36,0,2
46436272,22950,22950,13,526,4191,4,1,60,1,2
46436576,20000,20000,15,482,3901,4,1,60,1,3
46436976,35000,7000,28,234,2098,4,1,36,0,2
46437168,11000,11000,28,239,1906,0,1,60,0,1
46437612,12000,12000,28,375,2998,4,1,36,1,1
46437788,15000,15000,13,512,4089,4,1,36,0,1
46446220,5000,5000,17,179,1432,4,1,36,1,1
46447152,8000,8000,28,250,2245,4,1,36,1,1
46447304,10000,10000,28,314,2504,4,1,36,0,3
46447360,4200,4200,13,142,2584,5,1,36,1,1
46447552,13500,13500,28,413,3299,0,1,36,0,3
46448184,18000,18000,28,563,4497,4,1,36,1,0
46448724,14700,14700,14,347,2764,4,1,60,1,1
46456580,15500,15500,15,541,4335,4,1,36,0,1
46456700,10000,10000,28,312,2498,4,1,36,0,1
46456808,9975,9975,28,353,2818,4,1,36,1,1
46467048,21000,21000,28,427,3411,4,1,60,1,3
46467432,12000,12000,28,1372,2909,4,1,36,0,1
46467788,35000,8500,28,270,2163,5,1,36,1,1
46476688,16575,16575,17,419,3340,4,1,60,1,1
46476816,20050,20050,16,493,3929,5,1,60,1,1
46477260,7200,7200,28,235,41913,5,1,36,1,1
46477480,15000,15000,14,354,2808,4,1,60,1,1
46486248,19200,19200,28,407,3241,4,1,60,0,2
46486544,27000,27000,28,905,7226,4,1,36,1,1
46486704,9450,9450,28,287,2300,4,1,36,1,2
46486948,12075,12075,15,1372,2308,5,1,60,1,1
46487052,7250,7250,20,271,2161,4,1,36,1,2
46487364,2250,2250,15,78,627,0,1,36,1,1
46487640,11250,11250,14,1372,3098,4,1,36,1,2
46496156,6400,6400,15,223,2008,4,1,36,1,0
46496232,35000,35000,18,893,7077,4,1,60,1,1
46496488,20000,20000,28,447,3568,4,1,60,0,3
46497000,8475,8475,16,302,2408,4,0,36,0,3
46497028,35000,15625,28,490,3920,4,1,36,1,1
46497468,6100,6100,28,208,1662,4,1,36,1,2
46506424,10000,10000,28,229,1819,4,1,60,0,1
46506468,10900,10900,18,278,2256,4,1,60,1,1
46506752,24000,24000,16,850,7446,4,1,36,1,2
46506776,5000,5000,13,170,1359,4,1,36,1,1
46507116,5000,5000,28,167,41913,4,1,36,1,1
46507648,15500,15500,17,392,3231,4,1,60,1,3
46508304,35000,25000,28,494,3933,4,1,60,1,2
46516416,24000,24000,28,485,3917,4,1,60,1,1
46516440,9000,9000,28,281,2526,4,1,36,0,1
46516768,11200,11200,13,260,2075,4,1,60,0,1
46516864,5225,5225,28,168,1345,4,1,36,0,0
46517056,14400,14400,13,334,2668,4,1,60,1,0
46517156,13775,13775,15,332,2633,5,1,60,1,1
46517632,22200,22200,15,776,6190,5,1,36,1,0
46517732,7000,7000,28,223,1781,4,1,36,0,1
46517984,12000,12000,28,375,2998,4,1,36,1,2
46518148,21000,21000,28,647,5211,4,1,36,1,1
46518548,18200,18200,28,395,3153,4,1,60,0,1
46526112,20000,20000,15,699,6259,4,1,36,1,2
46526520,17000,17000,28,384,3060,4,1,60,0,1
46526724,12000,12000,17,301,13168,4,1,60,1,3
46528192,14000,14000,28,439,3512,4,1,36,0,2
46536128,8000,8000,28,250,2245,4,1,36,0,1
46536232,13150,13150,17,332,2650,4,1,60,1,2
46536664,35000,35000,16,861,6859,5,1,60,1,1
46536948,10000,10000,28,329,2962,4,1,36,1,1
46537532,16750,1000,25,500,4039,5,1,60,1,1
46546312,18000,18000,28,589,4102,4,1,36,0,1
46546432,24800,24800,15,867,7033,4,1,36,0,2
46546564,18000,1000,22,507,4046,4,1,60,1,1
46546648,16000,16000,28,541,3226,5,1,36,0,1
46546656,1800,1800,28,60,481,4,1,36,0,1
46547376,3700,3700,28,116,1042,4,1,36,0,3
46547564,14125,1000,28,465,3718,4,1,36,0,4
46547804,7200,1000,17,259,2096,4,1,36,1,1
46556232,35000,19000,28,605,19275,4,1,36,1,1
46556240,14900,14900,28,468,3758,4,1,36,0,0
46556316,18000,18000,28,382,3048,4,1,60,0,2
46556576,35000,35000,13,1184,9517,4,0,36,1,1
46556904,21600,21600,20,578,4600,4,1,60,0,1
46557024,10000,10000,28,335,2676,4,1,36,0,1
46557228,24000,24000,28,785,6270,0,1,36,1,1
46557312,15000,15000,13,348,2779,4,1,60,1,1
46557968,15050,15050,23,590,4702,4,1,36,0,1
46566136,12000,12000,28,377,12594,4,1,36,0,1
46566172,12000,12000,13,406,3241,4,1,36,0,1
46567504,35000,35000,13,1372,9541,4,1,36,1,1
46568160,16000,16000,28,325,2599,4,0,60,1,1
46576364,23425,23425,13,800,7168,4,1,36,1,1
46576808,5000,5000,28,161,1287,0,1,36,1,1
46576972,20000,1000,28,625,4996,4,1,36,1,1
46577660,13500,13500,13,309,2465,4,1,60,1,1
46586596,19000,19000,28,633,5056,4,1,36,0,3
46586628,17000,17000,28,570,4550,4,1,36,0,2
46586940,12000,12000,28,387,3090,4,1,36,0,1
46599388,1800,1800,28,60,481,4,1,36,0,1
46599464,4000,4000,28,129,1030,4,1,36,0,1
46599508,11600,11600,14,400,3191,4,1,60,1,1
46600420,35000,12000,28,271,1076,4,1,60,1,3
46600904,3000,3000,28,102,817,4,1,36,0,1
46602560,10000,10000,28,338,2700,5,1,36,1,1
46610288,10000,10000,28,327,2606,0,1,36,0,3
46610304,11500,1000,28,351,2811,4,1,36,0,1
46611216,11200,11200,28,351,2805,5,1,36,0,0
46612020,17000,17000,16,602,4802,0,1,36,1,1
46612216,7200,7200,28,240,7715,4,1,36,1,1
46612944,12950,12950,18,334,2664,4,1,60,1,1
46613772,10000,10000,28,303,2427,4,1,36,0,3
46613968,6875,1000,28,219,1530,5,1,36,1,2
46614048,4800,4800,28,161,1268,5,1,36,0,0
46614084,25000,25000,28,782,6246,4,1,36,1,4
46614876,10000,10000,13,341,2718,4,1,36,0,1
46620260,20000,20000,14,472,3264,5,1,60,0,1
46621024,12000,12000,17,301,2403,4,1,60,1,0
46621260,15000,15000,28,469,3741,4,1,36,0,3
46621368,22675,1000,28,760,6053,4,1,36,1,1
46630864,24000,24000,28,528,4210,5,1,60,1,1
46631856,15000,15000,13,343,2728,5,0,60,0,1
46632308,12000,12000,14,283,2246,0,1,60,1,1
46632496,35000,6000,28,200,1596,4,1,36,0,3
46632952,15000,15000,28,455,41913,4,1,36,0,1
46633160,16000,16000,28,500,16670,5,1,36,1,1
46633368,5000,5000,28,166,1327,4,1,36,1,1
46633540,12000,12000,16,427,41913,4,1,36,1,1
46633620,15000,15000,13,507,4051,5,1,36,1,1
46633696,12000,12000,13,406,3241,4,1,36,0,1
46634304,5000,5000,28,164,1316,4,1,36,0,0
46634440,25000,25000,13,573,4547,4,1,60,1,1
46634700,4900,4900,28,164,1167,5,1,36,0,1
46635024,3000,3000,28,95,762,4,1,36,1,1
46640984,20000,20000,28,625,4974,4,0,36,1,1
46641288,35000,17000,28,567,4524,4,1,36,1,1
46641328,35000,20950,25,621,4945,4,1,60,1,1
46641832,24000,24000,13,812,41913,5,1,36,1,1
46642424,6500,6500,28,197,1578,4,1,36,0,0
46642600,16000,16000,13,366,2922,4,1,60,1,3
46643408,12800,12800,18,326,2601,5,1,60,1,1
46643412,16000,16000,28,486,3879,5,1,36,1,0
46643632,25000,25000,28,785,6386,4,0,36,1,3
46643688,12000,12000,28,400,3193,5,1,36,0,1
46644656,1000,1000,28,32,41913,5,1,36,0,1
46644700,17325,17325,23,498,3940,5,1,60,1,1
46650128,15000,15000,16,531,4223,5,1,36,1,4
46650408,28000,28000,18,1015,10199,5,1,36,1,3
46651164,7000,7000,19,258,2059,5,1,36,1,3
46651212,14000,14000,19,367,2922,5,1,60,0,0
46652240,5000,5000,28,153,41913,4,1,36,1,1
46652532,35000,35000,28,790,6301,5,1,60,1,1
46652656,35000,16000,28,493,3935,5,1,36,1,2
46652852,28000,28000,18,714,4975,5,1,60,1,2
46652980,9000,9000,28,282,2254,4,1,36,1,1
46654500,35000,20000,28,447,3568,5,1,60,1,4
46655340,7050,7050,17,253,2013,5,1,36,0,3
46655596,5825,5825,28,230,912,5,1,36,0,1
46660192,16000,16000,28,491,3921,4,1,36,1,4
46660872,9600,9600,13,328,2617,0,1,36,0,1
46661000,6000,6000,28,196,1567,0,1,36,0,1
46661112,30000,30000,13,687,5479,4,1,60,1,2
46662040,15400,15400,13,1372,2801,5,1,60,1,1
46663056,21600,21600,28,495,3945,4,1,60,1,2
46663152,35000,35000,13,1196,9541,4,1,36,1,3
46663308,12100,12100,28,371,2970,4,1,36,0,1
46663656,5000,5000,18,181,1446,4,1,36,0,1
46664068,10500,10500,13,358,2862,4,1,36,0,3
46671388,4000,4000,28,123,983,4,1,36,0,2
46671464,12000,12000,15,289,2293,4,1,60,1,1
46674988,10000,10000,13,232,922,5,1,60,1,1
46675000,12000,12000,28,264,2105,4,1,60,1,2
46675468,14400,14400,28,450,3597,0,1,36,0,3
46682152,14000,14000,19,367,2979,4,1,60,1,3
46683860,12000,12000,28,271,2160,4,1,60,0,1
